Title,CompanyName,CompanyIndustry,CompanySize,VolunteerExperience,VolunteerEducation,CompanyLocation,CompanyPayment,CompanyWorktype,EmploymentType,Benefits,Link
경리사무직원 ,미르축산,육류 포장육 및 냉동육 가공업 (가금류 제외),,"경력
	                 	
	                 	   (최소 1년 0 개월 이상)
	                  	
                  필수",학력무관,"경기도   광명시  자경로61번길 13  (일직동, ,30-5)","월급
                  
                    
                      250만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151322402200020&rtnTarget=list2
[외국계/핀테크] 인사팀 채용담당자 채용 ,주식회사 글로벌머니익스프레스,기타 금융업,중소기업,"경력
	                 	
	                 	   (최소 2년 0 개월 이상)
	                  	
                  필수",학력무관,"서울특별시   영등포구  영등포로 150, B동 9층 901호~911호 (당산동1가, 생각공장 당산)","월급
                  
                    
                      300만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120422402200062&rtnTarget=list3
"경리,총무 ",이에이치인더스트리(주),기타 플라스틱 발포 성형제품 제조업,중소기업,"경력
	                 	
	                 	   (최소 3년 0 개월 이상)
	                  	
                  필수",고졸 ~ 대졸(4년),충청북도   음성군  금왕읍 유촌산단1길 36,"연봉
                  
                    
                      4,500만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171252402200036&rtnTarget=list4
식품제조업 경리.회계(ERP가능자) 경력직원을 모집합니다. ,농업회사법인(유)굿푸드,기타 식사용 가공처리 조리식품 제조업,중소기업,"경력
	                 	
	                 	   (최소 3년 0 개월 이상)
	                  	
                  필수",학력무관,경기도   양주시  은현면 운하로101번길 198-99,"연봉
                  
                    
                      3,000만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151582402200017&rtnTarget=list5
[부안/참프레/물류팀] 참프레 물류팀 주.야 교대근무자 채용 ,주식회사 서림에프엔씨,가금류 가공 및 저장 처리업,,관계없음,학력무관,전라북도   부안군  행안면 옥여길 32-29  (참프레 부안공장),"월급
                  
                    
                      270만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 300만원",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K161332402200003&rtnTarget=list6
"스마트팜 버섯배지, 버섯생산 직원모집 ",농업회사법인 주식회사 지엘팜,기타 시설작물 재배업,중소기업,관계없음,학력무관,전라북도   익산시  성당면 간지평길 400,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 없는 근로계약,기숙사제공,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K161232402200031&rtnTarget=list7
선원 모집 ,제1창양호,어업,중소기업,관계없음,학력무관,경상북도   포항시  북구 해안로 505-3  (여남동),"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 있는 근로계약,식사제공(3식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K141112402200052&rtnTarget=list8
cnc 선반 직원 모집/신입 ,주식회사 원호정공,절삭가공 및 유사처리업,중소기업,신입,학력무관,경기도   시흥시  옥구천동로 72-2  (정왕동),"연봉
                  
                    
                      3,500만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(2식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151422402200052&rtnTarget=list9
제조 관련 단순종사원 생산직 모집공고 ,(주)와이제이,암면 및 유사제품 제조업,중소기업,관계없음,학력무관,"경기도   안산시  단원구 진흥로10번안길 5,  시화공단5바708호 (성곡동)","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151422402200049&rtnTarget=list10
제품 내포장 및 생산업무 구인합니다. ,주식회사 농업회사법인 선우한우,그 외 기타 식료품 제조업,중소기업,관계없음,학력무관,경기도   하남시  서하남로47번길 254-16  (감북동),"월급
                  
                    
                      210만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151642402200019&rtnTarget=list1
굴삭기용 크라샤 장비 수리용접 모집 ,주식회사 이에이중공업,건설 및 채광용 기계장비 제조업,,관계없음,학력무관,경기도   시흥시  신현로 355-29  (방산동),"월급
                  
                    
                      300만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"차량유지비제공
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151412402200028&rtnTarget=list2
인사총무 사무원 모집 ,주식회사선진파워텍,반도체 제조용 기계 제조업,중소기업,"경력
	                 	
	                 	   (최소 1년 0 개월 이상)
	                  	
                  필수",고졸 ~ 대졸(4년),경기도   평택시  진위면 마산6로 158  (일반산업단지10블록A5-6로트),"연봉
                  
                    
                      3,000만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    차량유지비제공
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151712402200003&rtnTarget=list3
관광마케팅(마케팅) 대리급 모집 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CIN&iorgGbcd=CIN&callPage=detail&wantedAuthNo=2402200002894&rtnTarget=list4&pageIndex=77&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@28105172&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
한국방문의해 캠페인 사업(홍보팀) 팀장급 모집 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CIN&iorgGbcd=CIN&callPage=detail&wantedAuthNo=2402200001459&rtnTarget=list5&pageIndex=77&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@28105172&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
[어썸엔터테인먼트] 채널 콘텐츠 제작 PD 모집 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46404542&rtnTarget=list6&pageIndex=77&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@28105172&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
